 DIVIPOLA,"HOMICIDIOS EN COLOMBIA AÑO 2020
66170,Dosquebradas,1,33,34,-,2,2,-,-,-,36,3.846745653177412,42.02857943401513,32.53152687678206,0,2.1315371580215072,1.67689573062347,-,-,-,16.087084752124834
66318,Guática,-,2,2,-,-,-,-,-,-,2,0,43.62050163576881,32.26326826907566,0,0,0,-,-,-,16.515276630883566
66383,La Celia,-,5,5,-,-,-,-,-,-,5,0,170.18379850238256,127.48597654258032,0,0,0,-,-,-,67.330999192028
66400,La Virginia,-,11,11,-,-,-,-,-,-,11,0,113.93060590367686,83.63746958637469,0,0,0,-,-,-,39.31239055073085
66440,Marsella,-,5,5,1,1,2,-,-,-,7,0,81.75277959450621,59.69436485195798,45.433893684688776,16.28929793125916,23.980815347721823,-,-,-,41.87604690117253
66456,Mistrató,-,1,1,-,-,-,-,-,-,1,0,20.496003279360526,11.436413540713632,0,0,0,-,-,-,5.794749956539375
66001,Pereira,4,100,104,-,6,6,-,-,-,110,7.281597582509602,59.113533452348584,46.40806072316253,0,2.992473928070902,2.3722165991902835,-,-,-,23.0594913914726
66572,Pueblo Rico,-,2,2,-,-,-,-,-,-,2,0,49.06771344455348,23.99232245681382,0,0,0,-,-,-,12.158054711246201
66594,Quinchía,-,1,1,-,-,-,-,-,-,1,0,10.357327809425168,7.221259387637203,0,0,0,-,-,-,3.6664955635403684
66682,Santa Rosa de Cabal,-,11,11,-,-,-,-,-,-,11,0,37.49147920927062,28.297275744089728,0,0,0,-,-,-,13.858791513380034
66687,Santuario,-,7,7,-,-,-,-,-,-,7,0,149.4449188727583,110.062893081761,0,0,0,-,-,-,56.29724947723983
68,Santander,11,253,264,3,25,28,-,-,-,292,3.5242629484624604,31.461400716275367,23.64993791891296,1.0084575977195414,2.8830341512693423,2.40420529852502,-,-,-,12.80191923567281
68077,Barbosa,-,2,2,-,-,-,-,-,-,2,0,18.045655508436344,12.636633600808745,0,0,0,-,-,-,6.125011484396533
68081,Barrancabermeja,2,23,25,-,3,3,-,-,-,28,6.191183754333828,32.730895118827384,24.372648039464192,0,3.881887114722704,2.7737968656095418,-,-,-,13.287207740747597
68101,Bolívar,-,2,2,-,-,-,-,-,-,2,0,50.80010160020319,35.72066440435792,0,0,0,-,-,-,18.214936247723134
68001,Bucaramanga,4,94,98,2,12,14,-,-,-,112,5.473603546895099,43.594000723474906,33.94480159609843,2.8389331289301483,4.833350115799013,4.392515154177282,-,-,-,18.438399283536484
68190,Cimitarra,-,12,12,-,1,1,-,-,-,13,0,97.79951100244497,67.9040289723857,0,8.774238834781084,5.97692905385213,-,-,-,37.78740226143069
68235,El Carmen de Chucurí,-,1,1,-,-,-,-,-,-,1,0,13.017443374121324,8.874689385871495,0,0,0,-,-,-,4.582951420714941
68250,El Peñón,-,1,1,-,-,-,-,-,-,1,0,52.27391531625719,34.141345168999656,0,0,0,-,-,-,18.158707100054475
68255,El Playón,-,2,2,-,-,-,-,-,-,2,0,41.262636682484015,27.75850104094379,0,0,0,-,-,-,14.247043738424276
68276,Floridablanca,1,29,30,-,4,4,-,-,-,34,2.6136274535427724,27.026523270768482,20.609632942437294,0,3.1859563046092823,2.4640707681124603,-,-,-,11.042689739392522
68307,Girón,-,21,21,1,2,3,-,-,-,24,0,34.74117822224428,24.913987424368255,4.358058049333217,3.0927197377373665,3.4241103020065284,-,-,-,13.961280714817573
68318,Guaca,-,1,1,-,-,-,-,-,-,1,0,44.18912947414936,31.97953309881676,0,0,0,-,-,-,16.923337282112033
68322,Guapotá,-,1,1,-,-,-,-,-,-,1,0,104.27528675703859,80.12820512820512,0,0,0,-,-,-,41.44218814753419
68327,Güepsa,-,-,-,-,1,1,-,-,-,1,0,0,0,0,51.22950819672131,38.02281368821293,-,-,-,18.835938971557734
68377,La Belleza,-,1,1,-,-,-,-,-,-,1,0,44.1306266548985,31.47623544224111,0,0,0,-,-,-,16.18646811265782
68397,La Paz,-,1,1,-,-,-,-,-,-,1,0,51.81347150259067,38.729666924864446,0,0,0,-,-,-,20.337604230221682
68385,Landázuri,-,1,1,-,-,-,-,-,-,1,0,26.518164942985948,18.365472910927455,0,0,0,-,-,-,9.444654325651682
68406,Lebrija,-,3,3,-,-,-,-,-,-,3,0,18.811136192626034,13.313806417254693,0,0,0,-,-,-,6.792094002580996
68432,Málaga,-,1,1,-,-,-,-,-,-,1,0,13.702384214853385,9.611687812379854,0,0,0,-,-,-,4.614248800295312
68500,Oiba,-,1,1,-,-,-,-,-,-,1,0,25.01250625312656,17.853954650955185,0,0,0,-,-,-,8.94854586129754
68547,Piedecuesta,-,25,25,-,1,1,-,-,-,26,0,39.46205328955676,28.146813780680027,0,1.427592507994518,1.0622589999893775,-,-,-,14.210834121305865
68575,Puerto Wilches,2,9,11,-,-,-,-,-,-,11,31.969309462915604,79.21837866385002,62.439688936822385,0,0,0,-,-,-,32.15810091796761
68615,Rionegro,-,5,5,-,-,-,-,-,-,5,0,49.985004498650405,35.031177748195894,0,0,0,-,-,-,18.476091937033477
68655,Sabana de Torres,1,9,10,-,-,-,-,-,-,10,16.281341582546403,79.13479293062517,57.09391949757351,0,0,0,-,-,-,28.938534552610253
68679,San Gil,-,1,1,-,-,-,-,-,-,1,0,4.817187725805675,3.4932057148845495,0,0,0,-,-,-,1.6758840288252053
68689,San Vicente de Chucurí,-,3,3,-,-,-,-,-,-,3,0,24.475809741372277,17.111567419575632,0,0,0,-,-,-,8.9304319352246
68745,Simacota,-,2,2,-,-,-,-,-,-,2,0,51.38746145940391,36.65689149560117,0,0,0,-,-,-,19.557989438685702
68755,Socorro,1,-,1,-,-,-,-,-,-,1,23.496240601503757,0,6.214654154496301,0,0,0,-,-,-,2.973712382538361
68773,Sucre,-,2,2,-,1,1,-,-,-,3,0,78.74015748031496,55.141990625861595,0,39.714058776806986,29.09514111143439,-,-,-,42.468856172140434
70,Sucre,5,117,122,-,9,9,-,-,-,131,3.2019057743168733,36.55633111912365,25.61889582558992,0,2.7752166981705155,1.902583496990747,-,-,-,13.800339635839588
70110,Buenavista,1,-,1,-,-,-,-,-,-,1,55.865921787709496,0,18.23486506199854,0,0,0,-,-,-,9.12075884713608
70204,Coloso,-,2,2,-,-,-,-,-,-,2,0,63.877355477483235,43.71584699453552,0,0,0,-,-,-,22.904260192395785
70215,Corozal,-,12,12,-,2,2,-,-,-,14,0,49.281314168377826,34.41057551687552,0,7.78755548633284,5.558643690939411,-,-,-,19.75921979309274
70221,Coveñas,-,3,3,-,1,1,-,-,-,4,0,37.04161007531794,27.252906976744185,0,17.132088401576155,11.753643629525152,-,-,-,20.496003279360526
70233,El Roble,-,1,1,-,-,-,-,-,-,1,0,26.954177897574127,18.618506795754982,0,0,0,-,-,-,9.579461634256155
70235,Galeras,-,4,4,-,-,-,-,-,-,4,0,51.380860629415544,33.692722371967655,0,0,0,-,-,-,17.213185299939756
70418,Los Palmitos,-,1,1,-,-,-,-,-,-,1,0,12.097749818533753,8.244023083264633,0,0,0,-,-,-,4.186903366270307
70429,Majagual,-,6,6,-,-,-,-,-,-,6,0,46.09356994699239,30.217566478646255,0,0,0,-,-,-,15.663342557301727
70508,Ovejas,-,1,1,-,-,-,-,-,-,1,0,11.95457262402869,8.299443937256203,0,0,0,-,-,-,4.266939750810719
70670,Sampués,-,6,6,-,-,-,-,-,-,6,0,36.52523284835941,24.296416278598905,0,0,0,-,-,-,12.290296810667977
70678,San Benito Abad,-,4,4,-,-,-,-,-,-,4,0,38.35458816760955,25.680534155110426,0,0,0,-,-,-,13.434540202861557
70702,San Juan de Betulia,-,1,1,-,-,-,-,-,-,1,0,19.49317738791423,13.777900248002206,0,0,0,-,-,-,7.0467197519554645
70742,San Luis de Sincé,1,1,2,-,-,-,-,-,-,2,20.337604230221682,8.951750067138125,12.431626056688215,0,0,0,-,-,-,6.2690029150863555
70708,San Marcos,1,10,11,-,-,-,-,-,-,11,9.349289454001495,51.34524543027316,36.45764284767334,0,0,0,-,-,-,18.162005085361425
70713,San Onofre,-,10,10,-,1,1,-,-,-,11,0,62.519537355423566,38.513383400731755,0,6.242976651267325,3.9770919503658924,-,-,-,21.52262810855231
70717,San Pedro,-,2,2,-,2,2,-,-,-,4,0,30.211480362537763,20.680384655154587,0,30.36744609778318,20.96655833944858,-,-,-,20.82248828735034
70820,Santiago de Tolú,-,10,10,-,1,1,-,-,-,11,0,92.94544102611768,59.63384817222256,0,8.752735229759299,5.764353239566521,-,-,-,32.24199079637717
70001,Sincelejo,1,38,39,-,2,2,-,-,-,41,2.1955824880340757,39.34684241589612,27.44101939868987,0,1.8494031051478137,1.317280080090629,-,-,-,13.947902881772812
70771,Sucre,-,1,1,-,-,-,-,-,-,1,0,8.954154727793696,6.041931001147967,0,0,0,-,-,-,3.2452781203349126
70823,Tolú Viejo,1,4,5,-,-,-,-,-,-,5,27.277686852154936,52.36973029588898,44.232130219391365,0,0,0,-,-,-,22.43259006684912
73,Tolima,11,190,201,1,14,15,-,-,-,216,5.933949744840161,39.76525939506576,30.30860492959658,0.5690094683175528,2.793987339245943,2.2162465648178244,-,-,-,16.11942704392096
73024,Alpujarra,-,2,2,-,-,-,-,-,-,2,0,118.83541295306001,86.95652173913044,0,0,0,-,-,-,44.86316733961417
73026,Alvarado,-,1,1,-,-,-,-,-,-,1,0,31.036623215394165,22.4870699347875,0,0,0,-,-,-,11.474469305794607
73043,Anzoátegui,-,9,9,-,-,-,-,-,-,9,0,252.52525252525254,171.854114951308,0,0,0,-,-,-,89.94603238057165
73055,Armero Guayabal,-,2,2,-,-,-,-,-,-,2,0,44.83299708585519,32.6477309826967,0,0,0,-,-,-,16.61405549094534
73067,Ataco,-,4,4,-,-,-,-,-,-,4,0,61.77606177606178,39.92015968063872,0,0,0,-,-,-,20.923785112726893
73124,Cajamarca,-,1,1,-,-,-,-,-,-,1,0,15.019525382997898,10.508617065994116,0,0,0,-,-,-,5.422405379026136
73148,Carmen de Apicalá,-,2,2,-,-,-,-,-,-,2,0,52.0697734964853,38.29216925138809,0,0,0,-,-,-,19.142419601837673
73152,Casabianca,-,1,1,-,1,1,-,-,-,2,0,42.052144659377625,29.638411381149968,0,50.30181086519115,34.21142661648991,-,-,-,31.76115610608226
73168,Chaparral,-,4,4,-,3,3,-,-,-,7,0,23.080030004039006,15.450577465332767,0,17.750428968700078,12.071463061323032,-,-,-,13.795549949744782
73200,Coello,-,2,2,-,-,-,-,-,-,2,0,65.63833278634722,47.49465685110425,0,0,0,-,-,-,24.03846153846154
73217,Coyaima,-,1,1,-,-,-,-,-,-,1,0,12.88659793814433,8.716875871687586,0,0,0,-,-,-,4.44642063139173
73226,Cunday,-,2,2,-,1,1,-,-,-,3,0,63.17119393556538,45.777065690089266,0,35.46099290780142,24.98126405196103,-,-,-,35.8337314859054
73268,Espinal,-,11,11,-,-,-,-,-,-,11,0,42.83155517483062,31.55931717113757,0,0,0,-,-,-,15.489685277758221
73270,Falan,-,2,2,-,-,-,-,-,-,2,0,70.9471443774388,52.16484089723526,0,0,0,-,-,-,27.078256160303276
73275,Flandes,1,4,5,-,1,1,-,-,-,6,25.53626149131767,39.350713231677325,35.50884170158369,0,9.1424392027793,6.8804183294344305,-,-,-,20.968023763760268
73283,Fresno,-,8,8,-,-,-,-,-,-,8,0,69.81411990575094,49.978134566127316,0,0,0,-,-,-,25.64842422493668
73319,Guamo,-,3,3,-,1,1,-,-,-,4,0,25.297242600556537,18.478595626732368,0,8.077544426494347,6.047046018020197,-,-,-,12.205541315757355
73347,Herveo,-,2,2,-,-,-,-,-,-,2,0,76.27765064836004,54.01026194977045,0,0,0,-,-,-,27.72771384999307
73349,Honda,-,5,5,-,-,-,-,-,-,5,0,54.951093526761184,41.555851063829785,0,0,0,-,-,-,20.373237714937655
73001,Ibagué,6,53,59,1,3,4,-,-,-,63,9.028258448945198,27.630501988874812,22.843867970186817,1.5620362704822006,1.371071309418803,1.4142971296839753,-,-,-,11.642928030072019
73352,Icononzo,-,1,1,-,-,-,-,-,-,1,0,22.456770716370986,16.181229773462782,0,0,0,-,-,-,8.408307407718826
73408,Lérida,-,1,1,-,-,-,-,-,-,1,0,15.101177891875567,10.957703265395574,0,0,0,-,-,-,5.371434710211097
73411,Líbano,-,4,4,-,1,1,-,-,-,5,0,30.76923076923077,22.380126447714428,0,7.259001161440186,5.447216472382613,-,-,-,13.800336728216168
73449,Melgar,-,1,1,-,1,1,-,-,-,2,0,7.23222680263253,5.25154920701607,0,7.275902211874272,5.364806866952789,-,-,-,5.307573907966669
73461,Murillo,-,1,1,-,-,-,-,-,-,1,0,64.6830530401035,44.742729306487696,0,0,0,-,-,-,24.137098720733768
73483,Natagaima,-,3,3,-,-,-,-,-,-,3,0,55.2689756816507,40.972411909314395,0,0,0,-,-,-,20.44711014176663
73504,Ortega,1,1,2,-,-,-,-,-,-,2,17.316017316017316,8.327781479013991,11.246696282966878,0,0,0,-,-,-,5.827505827505828
73520,Palocabildo,-,2,2,-,-,-,-,-,-,2,0,56.48121999435188,39.42440370589395,0,0,0,-,-,-,20.37905033625433
73555,Planadas,-,8,8,-,1,1,-,-,-,9,0,97.81146839466926,59.746079163554896,0,13.07531380753138,8.058667096462244,-,-,-,34.885073064847475
73563,Prado,-,1,1,-,-,-,-,-,-,1,0,32.102728731942214,23.089355806972986,0,0,0,-,-,-,11.883541295306001
73585,Purificación,1,2,3,-,-,-,-,-,-,3,31.867431485022305,23.479690068091102,25.737817433081677,0,0,0,-,-,-,12.745347947998981
73616,Rioblanco,-,4,4,-,-,-,-,-,-,4,0,55.35566011624688,33.672868086539275,0,0,0,-,-,-,17.685811557677855
73622,Roncesvalles,-,1,1,-,-,-,-,-,-,1,0,52.02913631633715,34.44712366517396,0,0,0,-,-,-,18.25150574922431
73624,Rovira,1,8,9,-,-,-,-,-,-,9,28.145229383619476,106.7378252168112,81.46270818247648,0,0,0,-,-,-,41.877995439951604
73671,Saldaña,-,3,3,-,-,-,-,-,-,3,0,58.90437855880621,42.19409282700422,0,0,0,-,-,-,20.72825260830512
73675,San Antonio,-,2,2,-,-,-,-,-,-,2,0,45.67252797442339,30.413625304136254,0,0,0,-,-,-,15.910898965791569
73678,San Luis,-,5,5,-,-,-,-,-,-,5,0,99.14733293674401,72.97139521307648,0,0,0,-,-,-,37.17195747528065
73443,San Sebastián de Mariquita,1,17,18,-,1,1,-,-,-,19,19.282684149633628,124.55124917576379,95.56676400318557,0,6.898454746136865,5.1287311519130165,-,-,-,49.565648396942585
73686,Santa Isabel,-,3,3,-,-,-,-,-,-,3,0,144.8575567358764,99.66777408637873,0,0,0,-,-,-,52.882072977260705
73854,Valle de San Juan,-,2,2,-,-,-,-,-,-,2,0,99.35419771485346,73.23324789454414,0,0,0,-,-,-,37.3134328358209
73861,Venadillo,-,1,1,-,-,-,-,-,-,1,0,21.477663230240548,15.323322096230463,0,0,0,-,-,-,7.859781498074354
76,Valle del Cauca,102,1742,1844,8,134,142,-,-,-,1986,16.00143071615815,115.28979632356591,85.8305972115296,1.2844225236333744,7.609805518358373,5.9570405087144795,-,-,-,43.820242569093004
76020,Alcalá,-,12,12,-,1,1,-,-,-,13,0,238.94862604540023,166.85205784204672,0,19.766752322593398,14.078558355624384,-,-,-,90.94088842252536
76036,Andalucía,-,12,12,-,1,1,-,-,-,13,0,155.440414507772,109.75944388548432,0,11.640088464672331,8.575593859874797,-,-,-,57.537399309551205
76041,Ansermanuevo,1,11,12,-,-,-,-,-,-,12,34.78260869565218,187.64926646195838,137.34691541719127,0,0,0,-,-,-,69.3000693000693
76054,Argelia,-,2,2,-,-,-,-,-,-,2,0,104.8767697954903,73.20644216691069,0,0,0,-,-,-,38.6324125941665
76100,Bolívar,-,8,8,-,1,1,-,-,-,9,0,148.3404413128129,101.45846544071021,0,18.935807612194658,12.773023374632777,-,-,-,57.2737686139748
76109,Buenaventura,4,71,75,-,6,6,-,-,-,81,6.27677436565349,84.13717915294006,50.63701363148407,0,5.929088106249258,3.6649278620032497,-,-,-,25.975941788235144
76113,Bugalagrande,-,10,10,-,-,-,-,-,-,10,0,116.34671320535195,82.9531314807134,0,0,0,-,-,-,40.87471898630697
76122,Caicedonia,1,16,17,-,-,-,-,-,-,17,25.59508574353724,156.3721657544957,120.23481151425136,0,0,0,-,-,-,59.605203183619096
76001,Cali,56,794,850,2,72,74,-,-,-,924,19.12091589187122,104.74989313927777,80.88543862270178,0.6936761018177782,7.882394671501202,6.157702078723724,-,-,-,41.018975271417766
76126,Calima,-,6,6,-,-,-,-,-,-,6,0,92.52120277563608,65.95580960756293,0,0,0,-,-,-,32.847914157451
76130,Candelaria,8,56,64,1,2,3,-,-,-,67,53.84304751648943,181.98362147406735,140.25860179706333,7.138777841233581,5.784861018714025,6.175253700006175,-,-,-,71.11696086444258
76147,Cartago,1,36,37,-,3,3,-,-,-,40,5.614823133071308,77.97946540744272,57.83418782043267,0,5.3935493150192375,4.091318222731364,-,-,-,29.132860409899347
76233,Dagua,-,12,12,-,1,1,-,-,-,13,0,69.82833866744254,48.632218844984806,0,5.842486562280907,4.108463434675431,-,-,-,26.522493114352752
76243,El Águila,-,8,8,-,-,-,-,-,-,8,0,258.81591717890655,178.491744756805,0,0,0,-,-,-,93.4361130576968
76246,El Cairo,-,10,10,-,-,-,-,-,-,10,0,407.6640847941296,285.7142857142857,0,0,0,-,-,-,153.7042729787888
76248,El Cerrito,2,23,25,-,1,1,-,-,-,26,24.53084754078253,119.45569751739897,91.21757215309958,0,4.621285641665511,3.3640584000538247,-,-,-,45.50785010414296
76250,El Dovio,-,12,12,-,1,1,-,-,-,13,0,443.7869822485207,284.83266081177305,0,33.5345405767941,22.711787417669772,-,-,-,150.8820798514392
76275,Florida,1,24,25,-,4,4,-,-,-,29,11.029006286533583,125.79935003669148,88.82572392965002,0,18.804945700719287,13.415615776764152,-,-,-,50.03364331188213
76306,Ginebra,-,-,-,-,1,1,-,-,-,1,0,0,0,0,11.663167716351762,8.565310492505354,-,-,-,4.339147791373774
76318,Guacarí,1,18,19,-,1,1,-,-,-,20,19.860973187686195,160.6425702811245,116.99507389162562,0,7.988496564946477,5.767677932864229,-,-,-,59.562808982071594
76111,Guadalajara de Buga,3,57,60,-,1,1,-,-,-,61,17.1978903921119,128.9009497964722,97.30150492994292,0,1.9979620786797465,1.4863037113003672,-,-,-,47.3069913529024
76364,Jamundí,2,84,86,-,3,3,-,-,-,89,8.302200083022,147.53407334551076,106.13877027127094,0,4.753906126200362,3.4834709304350855,-,-,-,53.24654346174325
76377,La Cumbre,-,1,1,-,-,-,-,-,-,1,0,16.061676839062,11.94885888397658,0,0,0,-,-,-,6.0573020776546125
76400,La Unión,4,32,36,-,2,2,-,-,-,38,81.53281695882593,281.81417877586966,221.38859848717792,0,14.928715384041205,10.969723562966214,-,-,-,110.16728031774564
76403,La Victoria,-,3,3,-,-,-,-,-,-,3,0,72.51631617113851,53.41880341880342,0,0,0,-,-,-,25.28018875874273
76497,Obando,1,4,5,-,1,1,-,-,-,6,54.4069640914037,97.89525208027412,84.40243079000675,0,22.893772893772894,16.345210853220006,-,-,-,49.82561036372695
76520,Palmira,2,92,94,-,8,8,-,-,-,102,4.198505332101772,75.64980717521976,55.53947142966871,0,5.7667216908028,4.323482997903111,-,-,-,28.79038062576739
76563,Pradera,2,24,26,-,3,3,-,-,-,29,26.741542987030353,153.90534821085035,112.6858232566203,0,17.04351778207022,11.956001912960307,-,-,-,60.2096958372262
76606,Restrepo,-,5,5,1,1,2,-,-,-,7,0,95.31071292413267,65.96306068601582,45.12635379061372,18.15541031227306,25.89331952356292,-,-,-,45.73967590172504
76616,Riofrío,-,3,3,-,-,-,-,-,-,3,0,56.78591709256104,39.0015600624025,0,0,0,-,-,-,19.401151134967343
76622,Roldanillo,1,19,20,1,3,4,-,-,-,24,19.557989438685702,154.22077922077924,114.72494693971205,20.366598778004075,20.771307900020773,20.668630186534386,-,-,-,65.242211710977
76670,San Pedro,1,9,10,-,-,-,-,-,-,10,37.69317753486619,154.08320493066256,117.73016246762421,0,0,0,-,-,-,58.13615487471658
76736,Sevilla,-,13,13,-,-,-,-,-,-,13,0,88.02816901408451,63.84128075430928,0,0,0,-,-,-,31.58943454912157
76823,Toro,-,14,14,-,1,1,-,-,-,15,0,294.8609941027801,202.10769452865597,0,18.87504718761797,13.401232913428036,-,-,-,104.24629925637639
76828,Trujillo,1,10,11,-,-,-,-,-,-,11,32.72251308900524,154.63120457708365,115.50981833455845,0,0,0,-,-,-,57.949636497734694
76834,Tuluá,6,139,145,2,6,8,-,-,-,153,19.294465704087212,191.48115494820368,139.84125606380618,6.639224538573894,7.058906575371475,6.9490892349921385,-,-,-,69.92303895581595
76863,Versalles,-,3,3,-,-,-,-,-,-,3,0,123.05168170631666,88.1316098707403,0,0,0,-,-,-,43.16546762589928
76869,Vijes,-,1,1,-,1,1,-,-,-,2,0,21.285653469561517,15.30221882172915,0,21.533161068044787,15.750511891636476,-,-,-,15.52312946289972
76890,Yotoco,-,6,6,-,-,-,-,-,-,6,0,103.69858278603526,74.01924500370096,0,0,0,-,-,-,37.04389701796629
76892,Yumbo,4,59,63,1,7,8,-,-,-,71,24.951656166178033,158.59788715357115,118.34986474301172,6.403688524590164,16.98163557410058,14.075338247972272,-,-,-,64.5049923229974
76895,Zarzal,-,23,23,-,2,2,-,-,-,25,0,165.43192116809323,114.57036114570361,0,12.437037497668054,8.955758552749417,-,-,-,58.95253142169925
97,Vaupés,-,2,2,-,1,1,-,-,-,3,0,17.39130434782609,8.547739123001966,0,10.295480284155255,4.691751900159519,-,-,-,6.709608158883521
97001,Mitú,-,2,2,-,1,1,-,-,-,3,0,23.110700254217704,11.69248757673195,0,13.44628210299852,6.374298827129016,-,-,-,9.148293843198243
99,Vichada,-,12,12,-,2,2,-,-,-,14,0,35.37631555673477,20.138282875746796,0,6.84767350292738,3.7474236462432082,-,-,-,12.393987145664761
99773,Cumaribo,-,2,2,-,2,2,-,-,-,4,0,8.86839304717985,4.780114722753346,0,10.610079575596817,5.402047375955487,-,-,-,5.072087037013556
99001,Puerto Carreño,-,10,10,-,-,-,-,-,-,10,0,145.98540145985402,95.05703422053232,0,0,0,-,-,-,49.27564797477087
0,TOTAL,482,9944,10426,93,805,898,1,1,2,11326,6.60435462643948,57.49084491249094,42.39093320309485,1.3293384568610374,4.2861141455556915,3.483652553063438,-,-,-,22.48452446918179
Indeterminados: No aplican para el cálculo de tasas,,,,,,,,,,,,,,,,,,,,,
"Homicidio: La definición de homicidio para el Instituto Nacional de Medicina Legal y Ciencias Forenses - INMLCF,  desde el punto
de vista médico legal es “El que matare a otro” (Artículo 103,  Cap. II,  Código Penal Colombiano - Ley 599 de 2000),  de forma intencional
o no intencional; en este punto es importante anotar,  que cuando se clasifica un caso como homicidio no se tipifica el delito, 
como tampoco se hacen juicios de valor o de responsabilidad,  por ser competencia de la autoridad ",,,,,,,,,,,,,,,,,,,,,
"Tasas calculadas con base en las proyecciones de la población, DANE 2019 - 2023.",,,,,,,,,,,,,,,,,,,,,
FUENTE: Instituto Nacional de Medicina Legal y Ciencias Forenses - INMLCF,,,,,,,,,,,,,,,,,,,,,
Grupo: Centro de Referencia Nacional sobre Violencia - GCRNV,,,,,,,,,,,,,,,,,,,,,
2020: Base: Sistema de Información Red de Desaparecidos y Cadáveres - SIRDEC ,,,,,,,,,,,,,,,,,,,,,
