 DIVIPOLA,"SUICIDIOS EN COLOMBIA AÑO 2021
85250,Paz de Ariporo,-,2,2,-,-,-,2,0,16.25619767536373,11.678150181011329,0,0,0,5.925399223772701
85263,Pore,-,3,3,2,-,2,5,0,75.4906894816306,53.66726296958855,132.01320132013203,0,37.488284910965326,45.766590389016024
85325,San Luis de Palenque,-,1,1,-,-,-,1,0,34.85535029627048,25.65418163160595,0,0,0,13.204806549584047
85400,Támara,-,3,3,1,-,1,4,0,135.9927470534905,94.90667510281556,113.25028312570782,0,35.323207347227125,66.75567423230974
85410,Tauramena,-,3,3,-,1,1,4,0,35.39405379896178,25.7201646090535,0,11.879306248515087,8.751203290452437,17.322766445801395
85430,Trinidad,1,1,2,-,-,-,2,56.75368898978434,22.888532845044633,32.6211058554885,0,0,0,16.527559705809438
85001,Yopal,1,12,13,-,-,-,13,5.11352014726938,19.53315753491552,16.051364365971107,0,0,0,7.913366894125239
19,Cauca,10,55,65,5,14,19,84,6.111423472755274,10.585982234797086,9.5142882653696,3.177589099598353,2.5658084037556104,2.7027449931649,6.059854044086881
19022,Almaguer,-,-,-,1,-,1,1,0,0,0,54.08328826392645,0,11.571395510298542,5.820382981200163
19050,Argelia,-,1,1,1,-,1,2,0,10.06238679814852,7.691124442393479,35.21126760563381,0,8.543357539513028,8.094871898652205
19075,Balboa,1,-,1,-,1,1,2,42.319085907744395,0,9.887284951552305,0,12.820512820512821,9.979044007584074,9.932952570151478
19100,Bolívar,-,1,1,-,-,-,1,0,7.078643731860976,5.636025474835146,0,0,0,2.851683919354379
19110,Buenos Aires,-,5,5,-,-,-,5,0,46.899915580151955,34.28179636612958,0,0,0,16.971013508926756
19130,Cajibío,-,-,-,1,-,1,1,0,0,0,21.222410865874362,0,5.119541289100497,2.509032517061421
19137,Caldono,-,-,-,-,1,1,1,0,0,0,0,7.704753833115032,5.420347986340723,2.663257696814744
19142,Caloto,-,1,1,-,-,-,1,0,9.645061728395062,7.213966238638004,0,0,0,3.567351598173516
19212,Corinto,-,1,1,-,-,-,1,0,10.975743606629349,8.338892595063374,0,0,0,4.190236748376283
19256,El Tambo,2,1,3,1,1,2,5,35.97769382982551,4.933155739726703,11.614401858304298,18.79699248120301,5.178127589063794,8.119519324455991,9.908445959335738
19318,Guapí,-,1,1,-,-,-,1,0,12.256403971074887,8.103727714748784,0,0,0,4.017193588559032
19355,Inzá,-,2,2,-,-,-,2,0,20.98635886673662,14.947683109118088,0,0,0,7.519362358072035
19392,La Sierra,-,1,1,-,1,1,2,0,24.2600679281902,19.50078003120125,0,25.614754098360656,20.449897750511248,19.964064683569575
19450,Mercaderes,-,1,1,-,1,1,2,0,11.524720525527256,9.095043201455207,0,11.428571428571429,9.167583425009168,9.13116924622198
19455,Miranda,-,3,3,-,-,-,3,0,26.429389481102987,20.479213598197827,0,0,0,9.968764537781619
19517,Páez,-,1,1,-,1,1,2,0,7.061648188687239,4.766898655734579,0,7.389344565137073,4.942909396470763,4.853308743235701
19548,Piendamó,1,1,2,-,-,-,2,22.79981760145919,6.720430107526882,10.380982040901069,0,0,0,5.118755118755119
19001,Popayán,3,18,21,1,3,4,25,10.442046641141664,15.194874262415476,14.267176661616539,3.627788862688192,2.2526581366011893,2.488475249003055,8.118675551745191
19573,Puerto Tejada,-,2,2,-,-,-,2,0,14.78852410529429,11.185056764163079,0,0,0,5.12938883332051
19585,Puracé,-,-,-,-,1,1,1,0,0,0,0,16.278691193228063,12.345679012345679,6.197706848466067
19698,Santander de Quilichao,1,5,6,-,3,3,9,8.358408559010364,12.815912236633004,11.769783043665896,0,6.982265046781176,5.533626000664035,8.555783709787816
19760,Sotara,-,1,1,-,-,-,1,0,18.98253606681853,15.064778547755347,0,0,0,7.482229704451926
19780,Suárez,1,-,1,-,1,1,2,25.641025641025642,0,6.629101756711965,0,9.09338910611985,6.748549061951681,6.688292144600876
19807,Timbío,-,2,2,-,-,-,2,0,14.939867035183388,11.849043189762428,0,0,0,5.84573115482419
19809,Timbiquí,-,3,3,-,-,-,3,0,39.666798889329634,25.440976933514246,0,0,0,12.830931097900004
19821,Toribío,-,2,2,-,-,-,2,0,16.36929120969062,11.82522320108792,0,0,0,5.941417622244668
19824,Totoró,1,1,2,-,-,-,2,30.646644192460926,12.061271257990592,17.310022503029252,0,0,0,8.602150537634408
19845,Villa Rica,-,1,1,-,-,-,1,0,14.452955629426219,10.991426687183997,0,0,0,5.0431186645821775
20,Cesar,3,54,57,1,8,9,66,1.7831033130059557,12.90982724738576,9.718139845737317,0.6187276484636992,1.8024147852084833,1.4864460890777593,5.536898816529824
20011,Aguachica,-,10,10,-,2,2,12,0,25.709584533113944,18.737820416729125,0,4.668861031351402,3.518648838845883,10.888501742160278
20013,Agustín Codazzi,-,3,3,-,-,-,3,0,14.082523588227009,10.090477952305674,0,0,0,5.052886882705653
20032,Astrea,-,1,1,-,-,-,1,0,14.821402104639098,10.221813349688235,0,0,0,5.222204814872839
20178,Chiriguaná,-,3,3,-,-,-,3,0,32.1646831778707,22.55130421709389,0,0,0,11.108642523883582
20228,Curumaní,-,1,1,-,-,-,1,0,7.926442612555485,5.536485439043296,0,0,0,2.7362775679964977
20238,El Copey,-,1,1,1,-,1,2,0,9.795278675678324,6.893699158968702,23.90057361376673,0,6.897503103876396,6.895600606812854
20383,La Gloria,-,1,1,-,-,-,1,0,15.800284405119292,11.37915339098771,0,0,0,5.877858108505261
20400,La Jagua de Ibirico,-,1,1,-,-,-,1,0,6.3271116735210375,4.358058049333217,0,0,0,2.1599671684990387
20621,La Paz,-,2,2,-,-,-,2,0,20.975353959098058,14.756880395484394,0,0,0,7.371369600471768
20517,Pailitas,-,1,1,-,-,-,1,0,15.713387806411063,11.203226529240421,0,0,0,5.461794745753454
20550,Pelaya,-,2,2,-,-,-,2,0,28.01905295601009,19.519812609798947,0,0,0,9.751816275781364
20570,Pueblo Bello,1,-,1,-,-,-,1,20.43318348998774,0,7.744733581164808,0,0,0,3.9195704150825073
20614,Río de Oro,-,1,1,-,-,-,1,0,15.525539512498058,11.811953697141508,0,0,0,5.980861244019139
20710,San Alberto,-,2,2,-,-,-,2,0,20.896458050360465,15.353907569476432,0,0,0,7.626892422682379
20750,San Diego,1,-,1,-,-,-,1,37.56574004507889,0,10.676916506512919,0,0,0,5.330206278982997
20770,San Martín,-,1,1,-,-,-,1,0,10.169836265636123,7.403020432336393,0,0,0,3.758126949528355
20787,Tamalameque,-,-,-,-,2,2,2,0,0,0,0,37.74297037176826,26.62052442433116,13.511687609782461
20001,Valledupar,1,24,25,-,4,4,29,1.524459960059149,13.85241407174396,10.466732537303434,0,2.0860060285574225,1.57266086354808,5.879991403047052
27,Chocó,-,4,4,2,1,3,7,0,2.461735400370491,1.6595513402951512,2.638800928857927,0.5746961294215683,1.200975191855787,1.4261673179497418
27150,Carmen del Darién,-,-,-,1,-,1,1,0,0,0,34.50655624568668,0,12.146240738491437,5.749108888122341
27491,Nóvita,-,1,1,-,-,-,1,0,35.44842254519674,24.49179524859172,0,0,0,12.190661952944046
27001,Quibdó,-,1,1,1,1,2,3,0,2.7207922947162215,1.8604651162790697,5.7146122635579175,2.1299708193997744,3.103277060575968,2.5381140120814227
27600,Río Quito,-,1,1,-,-,-,1,0,41.92872117400419,27.839643652561247,0,0,0,13.118194936376755
27615,Riosucio,-,1,1,-,-,-,1,0,4.872819413312542,3.6062026685899746,0,0,0,1.951219512195122
23,Córdoba,3,24,27,2,10,12,39,1.3962840227873552,3.8839225027996607,3.242121644404098,0.9729898030668638,1.5582464740777908,1.416265096500763,2.321308360817029
23079,Buenavista,-,-,-,-,1,1,1,0,0,0,0,14.251104460595695,10.379904504878557,5.097359567743909
23162,Cereté,-,4,4,-,-,-,4,0,10.524930930140771,8.13984249404774,0,0,0,3.9661685819955776
23189,Ciénaga de Oro,-,-,-,1,-,1,1,0,0,0,15.54001554001554,0,3.5913090321422154,1.7818959372772631
23417,Lorica,1,4,5,-,1,1,6,7.862871520679352,10.141730686341624,9.586073352633294,0,2.371803994117926,1.8330461561022104,5.622557701498412
23464,Momil,-,-,-,-,1,1,1,0,0,0,0,13.92757660167131,10.629251700680271,5.343593031954686
23466,Montelíbano,-,1,1,-,3,3,4,0,3.7085110328203226,2.6265332387781366,0,10.237859604818619,7.471607890017931,5.113454777884308
23001,Montería,1,12,13,-,2,2,15,1.8384718621881493,6.988405071252614,5.749515713868717,0,1.0562227362506205,0.8269554395061423,3.2054227204636327
23580,Puerto Libertador,1,-,1,-,-,-,1,16.126431220770844,0,4.9776007964161275,0,0,0,2.5686470935758137
23660,Sahagún,-,3,3,1,-,1,4,0,7.749735217380073,5.920078934385792,8.69187309865276,0,1.9325538699391247,3.9054872095293893
23675,San Bernardo del Viento,-,-,-,-,2,2,2,0,0,0,0,15.75795776867318,11.78967224711153,5.882352941176471
25,Cundinamarca,12,120,132,5,27,32,164,3.536099152220228,10.0135934531126,8.58409289549257,1.5433718353160517,2.145358358276435,2.022120737037732,5.256031215697586
25001,Agua de Dios,-,2,2,-,-,-,2,0,41.95510803440319,34.27592116538132,0,0,0,16.450074025333112
25035,Anapoima,-,2,2,-,-,-,2,0,32.51503820516989,26.028110359187924,0,0,0,12.88992008249549
25599,Apulo,-,1,1,-,-,-,1,0,29.30832356389214,23.22340919647004,0,0,0,11.92890373374687
25123,Cachipay,1,1,2,-,-,-,2,95.60229445506693,23.573785950023574,37.821482602118,0,0,0,19.34610176049526
25126,Cajicá,-,2,2,1,1,2,4,0,6.040471156750227,4.685486704931475,11.143302874972143,2.6525198938992043,4.285040922140807,4.476325831757293
25151,Cáqueza,-,1,1,-,-,-,1,0,14.88981536628946,11.522064754003917,0,0,0,5.827166249053086
25175,Chía,-,1,1,1,1,2,3,0,1.7844078442568834,1.4196076204537067,7.346459006758743,1.6088810232483308,2.6396716248498686,2.0518572728081033
25178,Chipaque,1,-,1,-,-,-,1,90.00900090009,0,20.639834881320947,0,0,0,10.424267695194413
25200,Cogua,-,1,1,-,-,-,1,0,11.26126126126126,8.698677800974252,0,0,0,4.284490145672665
25214,Cota,-,-,-,-,1,1,1,0,0,0,0,6.8427535240180655,5.473154178753216,2.792828017650673
25224,Cucunubá,-,1,1,-,-,-,1,0,35.80379520229145,26.164311878597594,0,0,0,13.131976362442549
25245,El Colegio,-,2,2,-,-,-,2,0,19.934217083624038,15.936254980079681,0,0,0,7.832693663350827
25260,El Rosal,-,4,4,-,-,-,4,0,45.20795660036166,33.98181972644635,0,0,0,17.0306978328437
25269,Facatativá,1,7,8,-,3,3,11,6.118827632625589,12.298826340572072,10.920159980343712,0,4.905648036105569,3.891605806275863,7.316359379572725
25279,Fómeque,-,2,2,-,-,-,2,0,41.18616144975288,31.9030148349019,0,0,0,16.35858007524947
25286,Funza,-,1,1,-,-,-,1,0,2.5734726439857947,2.023677021147425,0,0,0,0.9857363943734165
25290,Fusagasugá,1,6,7,-,1,1,8,6.857299595419324,10.424992181255865,9.703758126897432,0,1.5414971019854484,1.2734311328443357,5.309793249925331
25295,Gachancipá,-,2,2,-,-,-,2,0,28.814291888776836,21.88902265513845,0,0,0,10.925379656943079
25297,Gachetá,-,1,1,-,-,-,1,0,30.084235860409148,24.21893921046258,0,0,0,12.009126936471718
25307,Girardot,-,8,8,-,1,1,9,0,19.15341888527102,15.464615027739653,0,2.202982838763686,1.819703752229137,8.436050053896986
25312,Granada,-,-,-,-,1,1,1,0,0,0,0,34.72222222222222,26.46202699126753,13.283740701381507
25317,Guachetá,-,1,1,-,-,-,1,0,20.128824476650564,14.812620352540364,0,0,0,7.559721802237678
25326,Guatavita,-,-,-,-,1,1,1,0,0,0,0,39.032006245120996,30.96934035305048,15.332720024532353
25335,Guayabetal,-,1,1,-,1,1,2,0,40.65040650406504,30.921459492888065,0,45.22840343735866,33.48961821835231,32.154340836012864
25339,Gutiérrez,-,1,1,-,-,-,1,0,71.4796283059328,55.12679162072767,0,0,0,29.66478789676654
25368,Jerusalén,-,1,1,-,-,-,1,0,102.77492291880782,82.71298593879239,0,0,0,44.9842555105713
25377,La Calera,-,4,4,-,-,-,4,0,31.859816806053367,25.44529262086514,0,0,0,12.513295376337359
25386,La Mesa,-,1,1,-,1,1,2,0,7.0106561974200785,5.668291576918717,0,6.978854072161351,5.728689275893676,5.698330389195966
25398,La Peña,-,1,1,-,-,-,1,0,36.99593044765076,30.441400304414007,0,0,0,16.716817118020728
25402,La Vega,-,1,1,-,-,-,1,0,14.285714285714286,11.247328759419638,0,0,0,5.5691690799732685
25407,Lenguazaque,-,1,1,-,-,-,1,0,26.07561929595828,19.353590090961873,0,0,0,9.982032341784787
25426,Machetá,-,1,1,-,-,-,1,0,38.595137012736394,31.289111389236545,0,0,0,16.168148746968473
25430,Madrid,1,4,5,-,1,1,6,7.466029565477078,8.676789587852495,8.404208827780952,0,2.0544005259265345,1.6172593922339202,4.945313079528876
25473,Mosquera,2,5,7,-,1,1,8,12.637432073802604,9.148796018443972,9.932177417066319,0,1.6962377446822947,1.3474728147359627,5.529023919939734
25488,Nilo,-,1,1,-,-,-,1,0,14.5032632342277,12.693577050012696,0,0,0,8.563110121596162
25513,Pacho,-,1,1,-,-,-,1,0,10.53518752633797,8.169267216730658,0,0,0,4.006891853988861
25530,Paratebueno,-,1,1,-,1,1,2,0,30.69367710251688,22.588660492432798,0,33.244680851063826,23.912003825920614,23.23150191659891
25572,Puerto Salgar,-,1,1,-,1,1,2,0,15.720798616569724,12.370113805047009,0,15.90836780146357,12.58970162407151,12.47894178573657
25580,Pulí,-,1,1,-,-,-,1,0,68.91798759476224,55.74136008918617,0,0,0,30.075187969924812
25594,Quetame,-,2,2,-,-,-,2,0,104.71204188481677,77.91195948578107,0,0,0,40.19292604501608
25596,Quipile,-,-,-,-,1,1,1,0,0,0,0,43.25259515570934,34.21142661648991,15.775358889414735
25612,Ricaurte,-,1,1,-,-,-,1,0,18.20498816675769,14.41545336600836,0,0,0,7.280669821623589
25649,San Bernardo,-,1,1,-,-,-,1,0,29.612081729345572,22.727272727272727,0,0,0,11.727453969743168
25740,Sibaté,-,1,1,-,1,1,2,0,7.375175160410059,5.7375638303976135,0,7.065140596297866,5.595344673231871,5.665561882099658
25743,Silvania,-,-,-,-,1,1,1,0,0,0,0,11.220825852782765,8.908685968819599,4.442075337597726
25754,Soacha,3,21,24,2,1,3,27,3.675659780930677,7.864137659857322,6.88363501819861,2.5262413318344303,0.34004583817898654,0.803757297446463,3.740130211940712
25758,Sopó,-,3,3,-,1,1,4,0,27.69060365515968,21.751740139211137,0,8.564576909900651,6.920415224913495,14.163302882232138
25769,Subachoque,-,1,1,-,-,-,1,0,15.89825119236884,12.507817385866167,0,0,0,6.196938712276135
25777,Supatá,-,-,-,-,1,1,1,0,0,0,0,48.192771084337345,38.051750380517504,18.535681186283597
25779,Susa,-,1,1,-,-,-,1,0,39.96802557953637,29.585798816568047,0,0,0,14.912019087384433
25785,Tabio,-,1,1,-,-,-,1,0,11.381743683132257,8.882572392965002,0,0,0,4.31480842250604
25793,Tausa,-,1,1,-,-,-,1,0,32.102728731942214,23.929169657812874,0,0,0,12.448649321548613
25797,Tena,-,1,1,-,-,-,1,0,24.142926122646063,19.07304978065993,0,0,0,9.867771857114665
25799,Tenjo,-,2,2,-,-,-,2,0,22.558087074216107,17.62114537444934,0,0,0,8.635205733776608
25817,Tocancipá,-,2,2,-,-,-,2,0,12.444776305145915,9.351912466099316,0,0,0,4.642525533890436
25851,Útica,-,1,1,-,-,-,1,0,52.05622071837585,43.535045711798,0,0,0,23.030861354214647
25843,Villa de San Diego de Ubaté,-,1,1,-,1,1,2,0,6.105378838756945,4.614461723040008,0,5.627778715740897,4.342350948803682,4.47427293064877
25875,Villeta,-,2,2,-,-,-,2,0,17.879492222420883,14.187415762218912,0,0,0,7.082654578936186
25899,Zipaquirá,2,6,8,1,4,5,13,13.517166801838336,11.32417333534652,11.802891708468573,6.956521739130435,6.873324627122138,6.889804467349216,9.262491895319592
94,Guainía,-,1,1,1,-,1,2,0,6.849784231796698,4.302925989672978,12.16397031991242,0,4.655060050274649,4.472071910916328
94001,Inírida,-,1,1,1,-,1,2,0,9.475080538184574,6.3779577779195105,20.21018593371059,0,6.734913793103448,6.551577292233105
95,Guaviare,-,3,3,-,-,-,3,0,10.070831514988756,7.184424168402903,0,0,0,3.796795504594123
95025,El Retorno,-,2,2,-,-,-,2,0,43.59197907585005,29.476787030213707,0,0,0,15.92103168285305
95001,San José del Guaviare,-,1,1,-,-,-,1,0,5.4109626102483634,3.865182436611008,0,0,0,1.9639805958717127
41,Huila,3,75,78,4,16,20,98,2.2301350718475184,19.89194694419911,15.247537913589467,3.142998577793144,4.098224188231437,3.863390511512904,9.521607247303345
41006,Acevedo,-,3,3,-,1,1,4,0,36.92307692307692,25.53626149131767,0,13.336889837289943,9.076881183625305,17.570832418185812
41013,Agrado,-,2,2,-,-,-,2,0,68.3293474547318,49.30966469428008,0,0,0,24.548913710568307
41020,Algeciras,-,1,1,-,1,1,2,0,12.863390789812195,9.292816652727442,0,13.713658804168952,9.940357852882704,9.605686566447336
41132,Campoalegre,-,3,3,-,-,-,3,0,27.951178608031306,20.910294835157178,0,0,0,10.362694300518134
41206,Colombia,-,1,1,-,-,-,1,0,38.18251240931654,28.506271379703534,0,0,0,15.535187199005748
41244,Elías,-,1,1,-,-,-,1,0,62.77463904582549,47.75549188156638,0,0,0,25.0501002004008
41298,Garzón,1,4,5,1,2,3,8,10.703200256876807,16.404199475065617,14.824917721706644,11.466574934067193,7.858854964831624,8.77963125548727,11.782552984667953
41306,Gigante,-,2,2,-,-,-,2,0,23.61275088547816,17.627357659086904,0,0,0,8.736676568233444
41319,Guadalupe,-,1,1,-,-,-,1,0,16.49620587264929,11.796626164916834,0,0,0,6.004202942059441
41357,Íquira,-,1,1,-,-,-,1,0,32.91639236339697,23.36994624912363,0,0,0,11.886366337810532
41359,Isnos,-,2,2,-,-,-,2,0,22.716946842344388,16.747613465081226,0,0,0,8.459163388740853
41378,La Argentina,-,1,1,-,-,-,1,0,23.51834430856068,16.56726308813784,0,0,0,8.37871805613741
41396,La Plata,-,5,5,-,3,3,8,0,24.952590078850186,17.574692442882252,0,15.130119023602985,10.806916426512968,14.232342999466287
41001,Neiva,-,19,19,1,4,5,24,0,15.66842317937046,11.846715965632052,2.677304489839629,2.8819274330672355,2.838538266334368,7.131629072085913
41518,Paicol,-,1,1,-,-,-,1,0,44.82294935006723,32.02049311559398,0,0,0,16.244314489928524
41524,Palermo,-,3,3,-,-,-,3,0,31.7225335730147,23.936806829968884,0,0,0,12.150176177554576
41530,Palestina,-,2,2,-,-,-,2,0,52.16484089723526,37.73584905660377,0,0,0,19.476093095725
41548,Pital,-,3,3,-,-,-,3,0,68.30601092896175,47.76309504855915,0,0,0,24.106066693451186
41551,Pitalito,1,6,7,1,1,2,9,6.344775077723494,14.065686757155918,11.982608100243075,6.6002244076298595,2.2531656978054166,3.359481296087884,7.6302871531398635
41615,Rivera,-,4,4,-,-,-,4,0,41.06354583718304,31.920836325911736,0,0,0,17.12475383166367
41660,Saladoblanco,-,1,1,-,-,-,1,0,30.525030525030527,20.652622883106154,0,0,0,10.592098294672175
41668,San Agustín,1,2,3,-,1,1,4,25.188916876574307,17.032873445750297,19.093686354378818,0,8.625150940141452,6.5595277140045924,12.921148690118553
41676,Santa María,-,2,2,-,1,1,3,0,55.959709009513155,40.6421459053038,0,31.240237425804434,22.331397945511387,31.91828917969997
41770,Suaza,-,-,-,-,1,1,1,0,0,0,0,14.118311449950587,10.086746015735324,4.890214680424471
41799,Tello,-,1,1,-,1,1,2,0,24.067388688327316,17.55001755001755,0,26.441036488630353,19.51219512195122,18.47916474175367
41801,Teruel,-,1,1,-,-,-,1,0,35.49875754348598,26.246719160104988,0,0,0,13.581420616596496
41807,Timaná,-,2,2,-,-,-,2,0,26.062027625749284,19.1809724753045,0,0,0,9.823665209489661
41885,Yaguará,-,1,1,1,-,1,2,0,34.87966515521451,27.0929287455974,130.89005235602096,0,27.987685418415897,27.533039647577095
44,La Guajira,5,16,21,-,1,1,22,3.592495994366966,5.57911180540058,4.9300056577683975,0,0.3185849729839943,0.2223675023237404,2.512364831917083
44090,Dibulla,1,1,2,-,-,-,2,14.88981536628946,7.76156473144986,10.204081632653061,0,0,0,5.2410901467505235
44110,El Molino,-,1,1,-,-,-,1,0,36.19254433586681,27.151778441487917,0,0,0,13.526308670363857
44279,Fonseca,1,1,2,-,-,-,2,16.69449081803005,7.2854436835203265,10.144045445323595,0,0,0,4.9512303807496165
44378,Hatonuevo,-,1,1,-,-,-,1,0,14.841199168892848,10.091835704914725,0,0,0,4.983554270906009
44430,Maicao,1,4,5,-,1,1,6,3.7155383815114806,7.47873235486585,6.218982823169442,0,1.6495933752330052,1.1551345731777751,3.593481424695602
44001,Riohacha,2,5,7,-,-,-,7,7.176432595356848,8.295450774795103,7.941640289075707,0,0,0,3.833515881708653
44874,Villanueva,-,3,3,-,-,-,3,0,31.84713375796178,22.914757103574704,0,0,0,11.129247662857992
47,Magdalena,3,27,30,1,7,8,38,1.6442410457373053,5.699437022276355,4.5718744380404335,0.579028737196227,1.4382399230747105,1.2132075843672137,2.8884269094972237
47053,Aracataca,-,3,3,-,-,-,3,0,22.87457110179184,15.731515469323545,0,0,0,7.932520690658135
47058,Ariguaní,1,1,2,-,-,-,2,22.999080036798528,9.458053532582994,13.403927350713758,0,0,0,6.879471656576775
47189,Ciénaga,-,2,2,-,-,-,2,0,4.885555854117302,3.5153091714416282,0,0,0,1.7422513371779014
47245,El Banco,-,3,3,1,1,2,5,0,13.341634794983545,9.369144284821987,11.021712774165106,4.438132433871826,6.328112640404999,7.858546168958742
47268,El Retén,-,1,1,-,-,-,1,0,15.11715797430083,10.235414534288639,0,0,0,5.213220727765614
47288,Fundación,-,2,2,-,1,1,3,0,9.121590805436467,6.30715862503942,0,4.252966444094756,3.043584124665206,4.646408326363721
47460,Nueva Granada,-,1,1,-,-,-,1,0,14.44669170759896,9.95123892924669,0,0,0,5.207790855119258
47551,Pivijay,-,2,2,-,-,-,2,0,14.848912317172767,10.934937124111537,0,0,0,5.5597253495677315
47555,Plato,-,1,1,-,-,-,1,0,4.6683161383688905,3.3361134278565467,0,0,0,1.7049716974698221
47001,Santa Marta,2,9,11,-,5,5,16,3.2439095598014727,4.974052028584219,4.534343530110102,0,2.4841017488076313,1.9211262410475516,3.181819085744058
47960,Zapayán,-,1,1,-,-,-,1,0,27.419797093501508,19.59247648902821,0,0,0,10.283833813245579
47980,Zona Bananera,-,1,1,-,-,-,1,0,4.28577551107873,2.958229795290498,0,0,0,1.4941876101963363
50,Meta,6,47,53,1,10,11,64,4.961219798574476,12.560564637467364,10.70436758394345,0.8744392658207925,2.659899881368465,2.243464888754734,6.494573986389809
50006,Acacías,-,3,3,-,1,1,4,0,8.636075767171398,6.761172838114986,0,3.1440608690184244,2.4324390065919097,4.679347698930769
50150,Castilla la Nueva,-,1,1,-,1,1,2,0,17.917935853789643,13.368983957219251,0,19.227071716977505,14.092446448703495,13.721185510428102
50226,Cumaral,-,1,1,-,-,-,1,0,12.613521695257315,9.417969485778867,0,0,0,4.6490004649000465
50287,Fuente de Oro,-,2,2,-,1,1,3,0,46.349942062572424,34.42340791738383,0,23.724792408066428,17.64602082230457,26.139234991722578
50313,Granada,-,3,3,-,1,1,4,0,13.109596224436288,9.635149023638231,0,3.8701188126475485,2.9373751615556336,6.13685179502915
50318,Guamal,-,4,4,-,-,-,4,0,79.30214115781126,60.32272658724174,0,0,0,29.90207071839725
50350,La Macarena,-,1,1,-,1,1,2,0,10.735373054213634,7.398091292446548,0,13.161358252171624,8.662508662508662,7.9805275128686
50400,Lejanías,-,1,1,-,-,-,1,0,25.88661661920787,18.92863903085368,0,0,0,9.71722864639005
50325,Mapiripán,-,1,1,-,-,-,1,0,43.89815627743635,29.744199881023203,0,0,0,16.32386549134835
50330,Mesetas,1,1,2,1,-,1,3,75.30120481927712,26.961445133459154,39.70617431010522,81.49959250203749,0,22.060445621001545,31.347962382445143
50568,Puerto Gaitán,-,1,1,-,-,-,1,0,7.01311452416018,4.877335024142808,0,0,0,2.618417951873478
50577,Puerto Lleras,-,1,1,-,-,-,1,0,26.968716289104638,19.519812609798947,0,0,0,10.478885046631039
50573,Puerto López,-,2,2,-,-,-,2,0,19.753086419753085,14.28265371706063,0,0,0,7.221259387637203
50590,Puerto Rico,-,1,1,-,-,-,1,0,20.72538860103627,15.63232765358762,0,0,0,8.497620666213459
50680,San Carlos de Guaroa,-,1,1,-,-,-,1,0,22.624434389140273,16.43115346697338,0,0,0,8.591803419537761
50223,San Luis de Cubarral,-,1,1,-,-,-,1,0,39.666798889329634,29.806259314456035,0,0,0,15.071590052750564
50689,San Martín,1,2,3,-,-,-,3,31.357792411414234,22.269235051775972,24.65078060805259,0,0,0,12.198593095596308
