 DIVIPOLA,"SUICIDIOS EN COLOMBIA AÑO 2021
50001,Villavicencio,4,18,22,-,5,5,27,7.019637435726445,9.284620026925397,8.77011146014383,0,2.4266661489778882,1.9285064103553078,5.29287226534933
50711,Vistahermosa,-,2,2,-,-,-,2,0,33.0742516950554,24.40214738897023,0,0,0,12.901561088891755
52,Nariño,6,48,54,3,15,18,72,3.569728700618753,8.523241815024345,7.384655779313664,1.8630763116057232,2.451961978242924,2.329255841579546,4.7871544688419405
52051,Arboleda,1,-,1,-,-,-,1,131.23359580052494,0,25.348542458808616,0,0,0,12.717792191275596
52079,Barbacoas,-,1,1,-,1,1,2,0,6.069434328720563,4.003362824772809,0,6.158014656074881,4.109645337607365,4.055807916937054
52240,Chachagüí,-,1,1,-,-,-,1,0,17.89869339538214,14.130281192595731,0,0,0,6.997410957945561
52215,Córdoba,-,-,-,-,1,1,1,0,0,0,0,16.89189189189189,13.433637829124129,6.997410957945561
52233,Cumbitara,-,-,-,-,1,1,1,0,0,0,0,46.707146193367585,37.43916136278548,18.487705675725643
52317,Guachucal,-,-,-,-,1,1,1,0,0,0,0,12.621481761958854,10.586491636671607,5.523946307241894
52356,Ipiales,-,8,8,-,1,1,9,0,20.195390402140713,15.669376162961512,0,2.2215310792197984,1.7841531517065425,8.403047505228562
52390,La Tola,-,1,1,-,-,-,1,0,47.214353163361665,30.74085459575776,0,0,0,15.229972586049346
52480,Nariño,-,1,1,-,-,-,1,0,62.07324643078833,50.0751126690035,0,0,0,24.61235540241201
52001,Pasto,2,25,27,3,8,11,38,6.115085916957133,17.84707200936614,15.626356454553347,9.44822373393802,4.857611269658145,5.5996171898066605,10.291771728503063
52540,Policarpa,-,1,1,-,1,1,2,0,28.22466836014677,21.85792349726776,0,27.693159789531986,21.649707728945657,21.753317380900587
52678,Samaniego,-,1,1,-,1,1,2,0,9.650646593321753,7.748934521503292,0,9.170105456212745,7.546030787805614,7.646136789387161
52835,San Andrés de Tumaco,3,4,7,-,-,-,7,9.091184581350952,4.979025853591745,6.17632526293499,0,0,0,3.0226221679109795
52838,Túquerres,-,5,5,-,-,-,5,0,30.69744597249509,24.490595611285265,0,0,0,11.963153487259241
54,Norte de Santander,6,85,91,3,7,10,101,3.2918198277280957,15.269177638019892,12.314820954682812,1.734134117932681,1.1820550533697858,1.3068717932633371,6.714831733629938
54003,Ábrego,-,8,8,-,-,-,8,0,71.32667617689016,51.553035184946516,0,0,0,25.810614615260523
54128,Cáchira,-,2,2,-,-,-,2,0,50.31446540880503,36.61662394727207,0,0,0,19.238168526356294
54172,Chinácota,-,1,1,-,-,-,1,0,15.103458692040478,11.637379262190155,0,0,0,5.658669081032142
54206,Convención,-,3,3,-,1,1,4,0,46.809174598221254,32.94169320303064,0,16.592002654720424,11.560693641618498,22.526327645435604
54001,Cúcuta,2,26,28,2,2,4,32,2.4487297214569943,9.66747600792733,7.985899183727018,2.560458834223093,0.6720543019876006,1.064662262513774,4.405747297349392
54250,El Tarra,2,1,3,-,-,-,3,59.488399762046406,14.795088030773783,29.641339788558444,0,0,0,15.59900166389351
54261,El Zulia,-,1,1,-,1,1,2,0,10.002000400080016,7.3190368147551785,0,10.092854259184497,7.528419784687194,7.422251911229868
54313,Gramalote,-,1,1,-,-,-,1,0,30.77870113881194,24.55795677799607,0,0,0,13.655605626109518
54344,Hacarí,-,1,1,-,-,-,1,0,31.04625892579944,20.546537908362442,0,0,0,10.688328345446772
54385,La Esperanza,-,1,1,-,-,-,1,0,25.290844714213456,17.513134851138354,0,0,0,9.022827754218172
54398,La Playa,-,1,1,-,-,-,1,0,36.20564808110065,26.288117770767613,0,0,0,13.670539986329459
54405,Los Patios,-,1,1,-,-,-,1,0,3.006704952043056,2.301919801114129,0,0,0,1.0978153474585575
54498,Ocaña,1,14,15,-,1,1,16,7.228044813877847,31.880493692216604,25.974475748497806,0,2.026958548697679,1.5851880032971912,13.24141583838852
54518,Pamplona,-,4,4,-,2,2,6,0,20.883366398663465,16.33119666843588,0,9.30275826782641,7.478312892611427,11.71028748755782
54599,Ragonvalia,-,2,2,-,-,-,2,0,81.30081300813008,63.09148264984228,0,0,0,33.65303718660609
54660,Salazar,-,2,2,-,-,-,2,0,50.96839959225281,38.0300437345503,0,0,0,19.918334827208444
54670,San Calixto,-,1,1,-,-,-,1,0,25.38071065989848,17.310022503029252,0,0,0,9.239582370876835
54720,Sardinata,-,1,1,1,-,1,2,0,11.018069634200089,7.876496534341525,28.851702250432773,0,8.637816360024186,8.239607794668974
54800,Teorama,-,3,3,-,-,-,3,0,55.07618872774004,37.4251497005988,0,0,0,19.161982626469086
54810,Tibú,1,6,7,-,-,-,7,11.656370206317751,31.894535402934295,25.555839509327882,0,0,0,13.42590816678814
54820,Toledo,-,3,3,-,-,-,3,0,51.15961800818554,38.17765334690761,0,0,0,19.770660340055358
54874,Villa del Rosario,-,2,2,-,-,-,2,0,5.270231099633719,4.007614467488228,0,0,0,1.930725566667954
86,Putumayo,1,9,10,2,9,11,21,2.25022502250225,7.401681003996908,6.022862787139983,4.630915995183848,7.367567965814485,6.6527563579182925,6.337154738230243
86001,Mocoa,-,2,2,-,-,-,2,0,9.743739647276625,7.476076555023923,0,0,0,3.6328628775906853
86320,Orito,-,1,1,-,2,2,3,0,7.902015013828526,5.667970299835629,0,15.157256536566882,11.10370863868532,8.413967185527977
86568,Puerto Asís,1,2,3,1,4,5,8,12.271444348999877,8.667013347200555,9.607686148919136,12.58811681772407,17.171066752522,16.005633983162074,12.807377049180328
86569,Puerto Caicedo,-,1,1,-,1,1,2,0,17.188037126160193,12.987012987012987,0,18.996960486322187,14.22070534698521,13.575889220743958
86571,Puerto Guzmán,-,1,1,-,1,1,2,0,8.318775476249897,5.752746936662256,0,9.601536245799327,6.362537379907107,6.042296072507553
86757,San Miguel,-,-,-,-,1,1,1,0,0,0,0,15.815277558121146,11.349449551696743,5.616399887672002
86749,Sibundoy,-,1,1,-,-,-,1,0,19.160758766047135,14.594279042615295,0,0,0,6.895600606812854
86865,Valle del Guamuez,-,-,-,1,-,1,1,0,0,0,24.746349913387775,0,6.1470371281042535,3.0838498781879298
86885,Villagarzón,-,1,1,-,-,-,1,0,12.561236025624922,9.079353550027237,0,0,0,4.523454109558059
63,Quindío,3,29,32,3,4,7,39,6.4267352185089965,14.048481795105316,12.642824406972517,6.7468795681997085,1.7329520838748809,2.5428192600395954,7.380869920684035
63001,Armenia,3,13,16,1,3,4,20,12.48335552596538,11.590791561903742,11.748292826198693,4.311088118641145,2.2815423226100844,2.5858836610940874,6.875782120216175
63130,Calarcá,-,5,5,1,-,1,6,0,17.61369641032867,14.344732614184071,15.961691939345569,0,2.753152359451572,8.429570934839417
63190,Circasia,-,3,3,-,-,-,3,0,27.878449958182326,22.64834667069304,0,0,0,10.872322690537455
63212,Córdoba,-,1,1,-,-,-,1,0,43.63001745200698,34.867503486750344,0,0,0,18.642803877703205
63401,La Tebaida,-,1,1,1,-,1,2,0,7.887057338906853,6.234025310142759,31.675641431738992,0,5.939300350418721,6.083095078776081
63470,Montenegro,-,3,3,-,-,-,3,0,21.51771625304834,17.25625539257981,0,0,0,8.4707476846623
63548,Pijao,-,1,1,-,-,-,1,0,50.70993914807302,40.06410256410256,0,0,0,20.70822116380203
63594,Quimbaya,-,1,1,-,-,-,1,0,8.666262241095415,7.018528916339136,0,0,0,3.3877633986042417
63690,Salento,-,1,1,-,1,1,2,0,26.560424966799467,21.496130696474633,0,27.47252747252747,22.763487366264513,22.11166390270868
66,Risaralda,8,66,74,3,11,14,88,9.28623663652509,19.224775492489233,17.231101672813978,3.6533684056700277,2.7881983169421067,2.9372519071157024,9.71203807118924
66045,Apía,-,1,1,-,-,-,1,0,21.454623471358076,16.852039096730707,0,0,0,8.661008141347653
66088,Belén de Umbría,-,5,5,-,-,-,5,0,54.96921723834653,42.87796929937398,0,0,0,21.54800896397173
66170,Dosquebradas,2,13,15,1,4,5,20,10.61965698507938,16.382080524226577,15.276815904183811,5.451076587626056,4.204463037514322,4.405985090146455,9.448670099683468
66318,Guática,-,2,2,-,-,-,2,0,43.196544276457885,34.112229234180454,0,0,0,17.482517482517483
66400,La Virginia,-,1,1,-,-,-,1,0,10.245901639344263,8.096510404015868,0,0,0,3.785727806170736
66440,Marsella,-,1,1,-,-,-,1,0,16.160310277957336,12.73074474856779,0,0,0,6.37389253617184
66456,Mistrató,1,4,5,-,1,1,6,38.61003861003861,80.75913587724611,66.28662335940606,0,20.304568527918782,13.468013468013467,40.085515766969536
66001,Pereira,-,25,25,2,4,6,31,0,14.624843514174398,11.857838742879368,5.244663554832957,1.9684167531949863,2.4860882644203475,6.8557679123523245
66572,Pueblo Rico,2,4,6,-,-,-,6,72.43752263672583,96.68842156151801,86.98173383589446,0,0,0,43.891733723482076
66594,Quinchía,2,1,3,-,-,-,3,65.63833278634722,10.255358424776945,23.441162681669013,0,0,0,11.852085967130215
66682,Santa Rosa de Cabal,-,7,7,-,2,2,9,0,23.600809170600137,19.06941266209001,0,6.266449429753101,5.183227077178251,11.953143676786995
66687,Santuario,1,2,3,-,-,-,3,78.06401249024199,42.29223937407485,49.91680532445923,0,0,0,25.475543478260867
68,Santander,8,102,110,11,23,34,144,3.514953932135027,12.491274477387119,10.53469313875436,5.068914192498928,2.6122322887811436,3.09800069613898,6.723784594221934
68081,Barrancabermeja,-,11,11,2,1,3,14,0,15.398829688943641,11.647976958183762,9.138261902586128,1.2743236527213182,2.98926852599169,7.187005893344832
68101,Bolívar,-,-,-,1,-,1,1,0,0,0,84.31703204047217,0,19.573302016050107,9.650646593321753
68001,Bucaramanga,4,23,27,1,13,14,41,7.527569724114569,10.49317943336831,9.91451484974002,1.9508388607101055,5.1597129611989585,4.61723150798781,7.123744657191508
68167,Charalá,-,2,2,-,-,-,2,0,45.86104104563174,35.316969803990816,0,0,0,17.394329448599755
68190,Cimitarra,-,1,1,-,-,-,1,0,8.042464211034261,6.090504902856447,0,0,0,3.126172314617982
68207,Concepción,-,1,1,-,-,-,1,0,47.66444232602478,36.79175864606328,0,0,0,18.5563184264242
68209,Confines,-,1,1,-,-,-,1,0,81.16883116883118,62.46096189881324,0,0,0,33.333333333333336
68217,Coromoro,-,3,3,-,1,1,4,0,160.68559185859667,121.85215272136475,0,59.276822762299936,45.662100456621005,85.98452278589853
68255,El Playón,-,1,1,-,-,-,1,0,20.37489812550937,15.024038461538462,0,0,0,7.695267410542516
68276,Floridablanca,1,7,8,2,3,5,13,3.6025650262987248,6.41348664620459,5.843553464861983,7.461016190405132,2.3559901048415597,3.2437832893260063,4.466678577809541
68296,Galán,-,1,1,-,-,-,1,0,93.63295880149813,72.46376811594203,0,0,0,37.243947858473
68307,Girón,-,11,11,2,-,2,13,0,17.914434148168656,14.001323761519272,12.042389210019268,0,2.43125623009409,8.083270118015744
68327,Güepsa,-,1,1,-,-,-,1,0,50.53057099545225,39.761431411530815,0,0,0,19.984012789768187
68385,Landázuri,-,-,-,1,-,1,1,0,0,0,86.58008658008659,0,20.622808826562178,10.087763542822556
68406,Lebrija,-,6,6,-,-,-,6,0,37.13790542213419,28.649190660363846,0,0,0,14.591084847158386
68444,Matanza,-,1,1,-,-,-,1,0,51.22950819672131,40.37141703673799,0,0,0,21.15506663845991
68464,Mogotes,-,1,1,-,-,-,1,0,27.18129926610492,20.242914979757085,0,0,0,10.17293997965412
68498,Ocamonte,-,3,3,-,1,1,4,0,136.4877161055505,104.52961672473867,0,50.70993914807302,38.955979742890534,73.56998344675372
68502,Onzaga,1,-,1,-,-,-,1,225.22522522522522,0,49.92511233150275,0,0,0,25.833118057349523
68547,Piedecuesta,1,8,9,1,1,2,11,5.421523448088913,12.42737751266039,10.867071565703522,5.718533767941899,1.4064499796064753,2.257642118571364,6.417474198836686
68572,Puente Nacional,-,1,1,-,-,-,1,0,17.828489926903192,14.108352144469524,0,0,0,7.039279177812192
68575,Puerto Wilches,-,2,2,-,-,-,2,0,17.32801940738174,12.489851995253856,0,0,0,6.430868167202572
68615,Rionegro,1,1,2,-,-,-,2,32.31017770597739,9.86679822397632,15.11715797430083,0,0,0,7.968444957966453
68655,Sabana de Torres,-,2,2,-,-,-,2,0,17.31301939058172,12.612726240776944,0,0,0,6.3779577779195105
68669,San Andrés,-,1,1,1,-,1,2,0,29.797377830750893,23.46316283435007,130.89005235602096,0,25.92016588906169,24.63054187192118
68673,San Benito,-,1,1,-,-,-,1,0,79.4912559618442,65.1890482398957,0,0,0,35.38570417551309
68679,San Gil,-,4,4,-,1,1,5,0,18.95016107636915,14.922589069203505,0,4.219765381044814,3.4163506542311506,8.916470504315573
68689,San Vicente de Chucurí,-,2,2,-,1,1,3,0,16.097875080489374,12.213740458015266,0,8.738967054094207,6.6604502464366595,9.557488292076842
68755,Socorro,-,1,1,-,1,1,2,0,8.381527114240214,6.592392379194409,0,7.347538574577516,5.969436485195797,6.265467873813478
68861,Vélez,-,2,2,-,-,-,2,0,19.245573518090836,15.835312747426762,0,0,0,8.257638315441783
68895,Zapatoca,-,3,3,-,-,-,3,0,90.93664746892998,69.2201199815413,0,0,0,33.58710255261979
70,Sucre,3,43,46,1,9,10,56,2.635879593020191,13.176603255540302,10.450982619561513,0.9213872406294918,2.71858150458383,2.274862541430934,6.365538791707067
70230,Chalán,-,1,1,-,-,-,1,0,57.240984544934165,43.30879168471199,0,0,0,23.16423442205235
70204,Coloso,-,1,1,-,-,-,1,0,31.289111389236545,23.5626767200754,0,0,0,12.350253180190194
70215,Corozal,-,4,4,-,-,-,4,0,16.109544905356422,12.2737035900583,0,0,0,6.02382422480912
70221,Coveñas,-,2,2,-,1,1,3,0,24.277737314882252,19.308746862328636,0,16.80954782316356,12.663036596175765,16.433853738701725
70233,El Roble,1,1,2,-,-,-,2,81.30081300813008,26.44802962179318,39.91219317501497,0,0,0,20.669698222405952
70235,Galeras,-,1,1,-,1,1,2,0,12.596044841919639,9.175153683824204,0,13.104442405975625,9.527439024390244,9.34797849964945
70418,Los Palmitos,-,3,3,-,-,-,3,0,35.63368571089203,26.845637583892614,0,0,0,13.583880461851935
70473,Morroa,1,-,1,-,-,-,1,53.87931034482759,0,13.732491073880801,0,0,0,6.83433570256971
70508,Ovejas,-,1,1,-,-,-,1,0,11.726078799249532,8.902341315766046,0,0,0,4.579803068468055
70670,Sampués,-,3,3,-,1,1,4,0,17.91365617722577,13.172916483709493,0,6.121449559255632,4.517528008673654,8.90670229347584
70742,San Luis de Sincé,-,1,1,-,-,-,1,0,8.77654906090925,6.678688305616777,0,0,0,3.3588606744592235
70708,San Marcos,-,1,1,-,1,1,2,0,5.033472592741732,3.6136306146785677,0,4.883766360617308,3.5588455105163885,3.5860288316718067
70713,San Onofre,-,-,-,-,2,2,2,0,0,0,0,12.23540927444023,8.68017881168352,4.283022100394039
70717,San Pedro,-,1,1,-,-,-,1,0,14.83459427384661,11.139578923916677,0,0,0,5.602240896358544
70820,Santiago de Tolú,-,3,3,-,-,-,3,0,27.317428519395374,19.56053987090044,0,0,0,9.586502204895508
70001,Sincelejo,1,17,18,1,3,4,22,3.0206004953784813,17.242253663978904,13.667322191934762,3.145247530980688,2.716776092370387,2.81256372214683,8.031542056074766
70823,Tolú Viejo,-,3,3,-,-,-,3,0,38.60507013254407,28.675205505639457,0,0,0,14.489953632148376
73,Tolima,6,84,90,7,13,20,110,4.390586582367404,17.441353449027645,14.556747052258721,5.411213580600026,2.5713551041398817,3.1499485770894795,8.777522520329939
73024,Alpujarra,-,1,1,-,-,-,1,0,59.031877213695395,46.04051565377532,0,0,0,23.80952380952381
73026,Alvarado,-,1,1,-,-,-,1,0,30.816640986132512,24.096385542168672,0,0,0,12.312238364934746
73030,Ambalema,-,1,1,-,-,-,1,0,40.51863857374392,31.79650238473768,0,0,0,16.25487646293888
73043,Anzoátegui,-,3,3,-,-,-,3,0,83.91608391608392,62.25357958082589,0,0,0,32.54855158945427
73067,Ataco,-,1,1,1,-,1,2,0,15.29753709652746,11.00594320933304,40.016006402561025,0,12.232415902140673,11.586814205434216
73124,Cajamarca,-,2,2,-,-,-,2,0,29.83293556085919,22.838871759735067,0,0,0,11.739845034045551
73148,Carmen de Apicalá,-,1,1,-,-,-,1,0,25.81977794990963,20.395676116663267,0,0,0,10.17708121310808
73168,Chaparral,2,-,2,-,-,-,2,32.04614645088928,0,8.4224711530363,0,0,0,4.291753395849875
73200,Coello,-,1,1,-,1,1,2,0,32.69042170644001,25.477707006369425,0,33.16749585406302,26.014568158168576,25.743338911056767
73217,Coyaima,-,-,-,2,-,2,2,0,0,0,75.75757575757575,0,19.739439399921043,9.667907381447286
73226,Cunday,-,2,2,-,-,-,2,0,62.73525721455457,48.93564962074871,0,0,0,25.627883136852894
73268,Espinal,1,4,5,-,-,-,5,14.721036360959813,15.457742396722958,15.304560759106213,0,0,0,7.481334071491629
73275,Flandes,-,2,2,-,-,-,2,0,19.498878814468167,15.255530129672007,0,0,0,7.476076555023923
73283,Fresno,-,4,4,-,-,-,4,0,34.66805338880222,26.86366689053056,0,0,0,13.731548232063165
73319,Guamo,-,2,2,-,-,-,2,0,16.732201121057475,13.163090693694878,0,0,0,6.502584777449036
73349,Honda,-,4,4,-,-,-,4,0,43.596730245231605,35.19887363604364,0,0,0,17.215407789972026
73001,Ibagué,1,31,32,3,8,11,43,2.0340913713844024,16.025641025641026,13.190328191853322,6.311006395153147,3.621990917857773,4.09822323394521,8.414691660257802
73408,Lérida,-,1,1,-,-,-,1,0,14.988009592326138,11.799410029498526,0,0,0,5.7408576841380095
73411,Líbano,-,6,6,-,-,-,6,0,45.815516188149054,35.810205908683976,0,0,0,17.598404411333373
73449,Melgar,1,4,5,-,-,-,5,26.497085320614733,28.708820785186248,28.237420229287853,0,0,0,14.255573929406397
73461,Murillo,-,1,1,-,-,-,1,0,64.14368184733803,48.4027105517909,0,0,0,26.171159382360635
73504,Ortega,-,1,1,-,1,1,2,0,8.267195767195767,6.10798924993892,0,8.891259891526628,6.599788806758183,6.344372541555639
73585,Purificación,1,2,3,-,-,-,3,43.63001745200698,23.312740412635502,27.59635728083893,0,0,0,13.654984069185252
73624,Rovira,-,1,1,-,-,-,1,0,13.239772275916854,9.792401096748922,0,0,0,5.044899606497831
73675,San Antonio,-,1,1,-,1,1,2,0,22.639800769753226,16.553550736633007,0,25.412960609911053,18.248175182481752,17.359604201024215
73443,San Sebastián de Mariquita,-,4,4,-,1,1,5,0,29.069767441860463,22.766078542970973,0,6.8338686530444885,5.461794745753454,13.93572842052454
73686,Santa Isabel,-,1,1,-,-,-,1,0,47.93863854266539,35.79098067287043,0,0,0,19.01863826550019
73854,Valle de San Juan,-,-,-,1,-,1,1,0,0,0,173.61111111111111,0,40.766408479412966,19.91238550378335
73861,Venadillo,-,2,2,-,1,1,3,0,42.58037044922291,32.760032760032765,0,21.753317380900587,17.307026652821047,25.246149962130776
76,Valle del Cauca,15,153,168,13,33,46,214,3.2674826660044567,10.054484793084617,8.481515848823038,2.873182159748928,1.8475564386502088,2.0548529596359875,5.071833996503279
76020,Alcalá,-,1,1,-,-,-,1,0,19.739439399921043,15.048908954100828,0,0,0,7.521058965102287
76036,Andalucía,-,1,1,-,-,-,1,0,12.858428700012858,9.879470460383324,0,0,0,4.746309744173905
76054,Argelia,-,-,-,-,1,1,1,0,0,0,0,60.24096385542169,44.03346543372963,20.751193193608636
76109,Buenaventura,2,8,10,1,1,2,12,4.465382125075354,9.396729937981583,7.6967481239176445,2.270302177219788,0.9728288891266915,1.362026695723236,4.335808357270609
76113,Bugalagrande,-,1,1,-,-,-,1,0,11.530035743110803,8.8999644001424,0,0,0,4.360718646432932
76122,Caicedonia,-,1,1,-,1,1,2,0,9.701202949165696,7.587253414264036,0,9.272137227630969,7.344300822561692,7.4638005672488426
76001,Cali,5,68,73,6,18,24,97,2.3833697988912563,8.916816591573083,7.507268166817669,2.87015422295358,1.9424348636842377,2.1131969147325047,4.6012757392755885
76126,Calima,-,2,2,-,-,-,2,0,30.613806826878925,23.61275088547816,0,0,0,11.720581340834507
76130,Candelaria,1,3,4,-,-,-,4,9.424182452172275,9.648163632855214,9.591176117971466,0,0,0,4.6116952591772735
76147,Cartago,-,6,6,1,-,1,7,0,12.911000172146668,10.065931853641352,7.637668983426257,0,1.4382281029771322,5.420599828089548
76233,Dagua,-,4,4,-,-,-,4,0,23.028209556706965,17.538475029596174,0,0,0,8.817564588660613
76248,El Cerrito,-,4,4,-,2,2,6,0,20.608995826678346,15.807777426493836,0,9.119095385737735,7.181586412438508,11.28816811845051
76275,Florida,-,2,2,-,-,-,2,0,10.396631491396787,7.746233394012162,0,0,0,3.724464142721466
76306,Ginebra,-,1,1,1,-,1,2,0,12.275963663147557,9.437523593808985,43.196544276457885,0,9.091735612328394,9.26140310257004
76318,Guacarí,-,1,1,-,-,-,1,0,8.849557522123893,6.6720042700827324,0,0,0,3.208213025344883
76111,Guadalajara de Buga,-,7,7,-,1,1,8,0,15.717621699299443,12.249969375076564,0,1.9694343784465103,1.5808027316271203,6.644407900200993
76364,Jamundí,1,3,4,-,1,1,5,5.705808513066301,5.226298735235706,5.3384582532564595,0,1.563917300053173,1.2380221358357888,3.2112625399802184
76377,La Cumbre,-,2,2,-,-,-,2,0,31.821797931583138,25.493945188017843,0,0,0,12.835322808368629
76400,La Unión,-,2,2,-,-,-,2,0,17.473353136466887,13.259082471492974,0,0,0,6.202512017367034
76403,La Victoria,-,1,1,-,-,-,1,0,23.99232245681382,18.98614011771407,0,0,0,8.947745168217608
76497,Obando,-,1,1,-,-,-,1,0,24.283632831471586,18.198362147406733,0,0,0,8.93016610108948
76520,Palmira,-,12,12,-,3,3,15,0,9.790883056060965,7.654330437444984,0,2.1331361367482473,1.72325649524094,4.533598498472178
76563,Pradera,1,4,5,-,-,-,5,18.099547511312217,25.463110318925455,23.547141377036827,0,0,0,11.177930294426684
76606,Restrepo,-,2,2,1,-,1,3,0,37.81433163168841,28.62458852154,62.22775357809583,0,13.904338153503893,21.15805063826786
76616,Riofrío,1,-,1,-,-,-,1,57.37234652897303,0,14.14227124876255,0,0,0,6.993496048674733
76622,Roldanillo,-,2,2,-,-,-,2,0,16.105653084232568,12.339585389930898,0,0,0,5.7939105999594425
76670,San Pedro,-,-,-,1,-,1,1,0,0,0,55.71030640668524,0,12.26692836113837,6.264094211976948
76736,Sevilla,-,-,-,-,1,1,1,0,0,0,0,6.366993505666624,5.078204346942921,2.5795800443687766
76823,Toro,-,1,1,-,-,-,1,0,20.885547201336674,15.590894917368257,0,0,0,7.456565505927969
76828,Trujillo,-,1,1,-,-,-,1,0,15.318627450980392,11.339154099104206,0,0,0,5.6850483229107445
76834,Tuluá,3,5,8,-,2,2,10,13.152702880441932,6.836017609581362,8.337588977707371,0,2.3194591021373814,1.8435728441720052,4.891506388307343
76863,Versalles,-,-,-,1,-,1,1,0,0,0,140.25245441795232,0,30.129557095510695,15.4273372415921
76890,Yotoco,1,3,4,-,1,1,5,59.13660555884093,51.422694549194375,53.15614617940199,0,16.894745734076704,13.166556945358787,33.06878306878307
76892,Yumbo,-,4,4,-,1,1,5,0,10.679482045120812,8.164931618697693,0,2.3906858877812045,1.8733959047565523,4.8842911428264415
76895,Zarzal,-,-,-,1,-,1,1,0,0,0,21.682567215958368,0,4.779886238707519,2.53318471982977
97,Vaupés,-,7,7,-,4,4,11,0,56.670984455958546,33.22889964872306,0,38.11701924909472,20.920502092050206,27.37271686657045
97001,Mitú,-,7,7,-,4,4,11,0,75.39041464728055,45.19628099173554,0,49.87531172069825,28.186879007821858,37.06324337073352
99,Vichada,1,2,3,-,-,-,3,5.4282922592552385,5.753077896674721,5.640582108073553,0,0,0,2.981692408611128
99773,Cumaribo,-,2,2,-,-,-,2,0,8.629244509643181,5.399568034557236,0,0,0,2.877863474156786
99524,La Primavera,1,-,1,-,-,-,1,72.09805335255948,0,21.71552660152009,0,0,0,11.37397634212921
0,TOTAL,164,2015,2179,120,390,510,2689,3.099809323924026,11.437339866599181,9.511802689155555,2.3635786708297166,2.0374151971635417,2.1057892357669705,5.705818804201698
Según la evidencia científica no se ha demostrado que las personas menores de 5 años cometan el acto del suicidio,,,,,,,,,,,,,,,
"Para el cálculo de las tasas estadísticas con base en las proyecciones de población DANE, se excluye el grupo menor de 5 años; según la evidencia científica no se ha demostrado que en este rango de edad se cometa el acto del suicidio",,,,,,,,,,,,,,,
"Tasas calculadas con base en las proyecciones de la población, DANE 2019 - 2023.",,,,,,,,,,,,,,,
FUENTE: Instituto Nacional de Medicina Legal y Ciencias Forenses - INMLCF,,,,,,,,,,,,,,,
Grupo: Centro de Referencia Nacional Sobre la Violencia - GCERN,,,,,,,,,,,,,,,
Base: Sistema de Información Red de Desaparecidos y Cadáveres - SIRDEC ,,,,,,,,,,,,,,,
